name,2022/10/23,2022/10/22,2022/10/21,2022/10/20,2022/10/19,2022/10/18,2022/10/17,2022/10/16,2022/10/15,2022/10/14,2022/10/13,2022/10/12,2022/10/11,2022/10/10,2022/10/09,2022/10/08
Harpoon,2067,1348,1932,1698,1028,2511,1522,2343,976,1625,1873,2067,920,688,1324,1170
Harralander,388907,138097,260243,201368,115733,296224,188812,216231,66074,123886,357816,388907,128949,234353,297449,166941
Harralander tar,846367,453827,867515,536227,397067,979669,701155,734242,340338,433287,667080,846367,387212,419038,627244,645715
Hat eyepatch,9,2,2,3,4,8,3,1,2,3,3,9,4,14,8,10
Heavy ballista,1943,815,1348,1152,850,2078,1274,1632,589,1109,1506,1943,1059,1002,1444,1257
Helm of neitiznot,12707,5095,9651,6832,5473,13596,8445,8641,3477,5867,8673,12707,5651,6148,9050,7927
Highwayman mask,28,19,19,16,21,38,25,35,8,12,22,28,8,8,6,18
Hill giant club,443,274,198,402,178,534,224,338,107,201,243,443,268,175,244,246
Holy elixir,97,40,35,24,22,122,28,106,35,30,63,97,79,39,118,25
Holy mould,79,12,51,194,53,68,27,74,17,133,56,79,32,21,66,67
Holy symbol,2618,1387,2846,1944,1288,3784,1210,1723,647,1231,1812,2618,1250,1163,3059,2244
Holy wraps,163,53,92,86,77,184,84,107,50,89,94,163,84,84,129,126
Honourable blessing,894,313,625,484,390,907,523,656,250,447,630,894,399,433,670,550
Hosidius hood,43,26,46,30,15,33,26,22,6,17,21,43,19,19,16,14
Hosidius scarf,21,15,15,20,10,19,12,19,9,12,30,21,13,18,21,17
Hunter potion(2),36,3,14,12,16,41,45,18,6,6,25,36,16,50,70,30
Hunter potion(4),8020,2172,3803,4035,3857,5494,3340,3866,1517,2745,4790,8020,3302,2454,4969,4818
Hunters' crossbow,227,56,158,69,41,217,81,187,37,86,93,227,47,128,139,86
Hunting mix(2),77,0,11,0,0,21,0,0,0,223,33,77,33,8,18,8
Hydra leather,994,410,689,611,458,1097,605,707,294,517,721,994,412,564,869,658
Hydra tail,224,95,191,131,86,252,131,161,64,142,155,224,139,133,183,172
Ice plateau teleport,4250,2152,3502,2694,2339,7395,7243,4598,612,1775,2677,4250,1502,2219,2366,2041
Imp mask,28,8,9,14,14,31,18,40,3,16,25,28,22,26,20,25
Impling jar,1075750,485530,1001180,744196,492303,1438776,727669,912760,330841,705912,1089537,1075750,679072,613830,1230839,791591
Incomplete heavy ballista,0,0,0,1,1,0,1,2,0,3,0,0,1,0,1,0
Infinity boots,6523,1157,6978,3444,3438,8407,3572,6419,1740,2763,3324,6523,2813,2429,4676,3402
Infinity bottoms,210,69,159,117,75,227,137,129,44,131,164,210,109,95,119,129
Infinity gloves,200,61,206,102,71,163,94,128,40,99,171,200,104,105,170,141
Initiate cuisse,701,226,619,537,232,708,484,477,153,272,437,701,300,251,528,438
Initiate harness m,119,35,135,85,39,157,56,101,30,175,145,119,171,114,82,75
Initiate hauberk,751,308,600,560,255,879,737,659,171,327,504,751,294,261,603,493
Inquisitor's armour set,349,117,189,195,146,398,209,278,101,150,235,349,146,204,287,211
Inquisitor's great helm,174,54,123,103,90,233,141,152,63,72,120,174,91,93,125,100
Inquisitor's hauberk,200,61,149,109,83,232,132,151,67,83,130,200,89,96,144,117
Insect repellent,84,66,82,39,50,102,66,59,46,37,102,84,45,62,54,42
Insulated boots,361,183,306,232,219,566,339,311,190,166,223,361,206,182,439,266
Irit leaf,300945,149157,242853,221022,176163,293406,227414,279494,90821,132189,259860,300945,142178,182146,360959,338881
Irit seed,49554,12792,35000,20424,11090,36376,16848,25356,12620,16683,24503,49554,14117,14362,25030,29288
Iron arrow,8774556,3065859,5344609,4592101,3302247,9388652,5645971,6560180,2710446,5515986,6995494,8774556,3849652,3743830,7037047,5560153
Iron arrow(p),59,0,0,3,0,0,5,0,0,0,0,59,0,100,8,0
Iron arrowtips,1019446,316082,983268,885707,562129,1003876,602024,824199,291205,525710,1172166,1019446,528352,728995,1453993,1101990
Iron axe,8141,1302,3855,3366,2127,4712,3529,7477,2163,4101,4811,8141,3127,3231,6286,5305
Iron bar,1076833,292351,788443,623438,326373,1063274,626012,974082,331839,668213,807822,1076833,448593,498726,931058,842014
Iron bolts (p),35,1,7,0,3,0,0,0,0,94,0,35,0,0,5,0
Iron bolts (p+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron bolts (p++),705,0,0,0,0,0,184,15,0,0,0,705,500,100,21,0
Iron boots,540,203,408,408,204,625,286,490,145,255,495,540,313,189,387,340
Iron chainbody,5397,2358,3786,3935,2375,6444,3536,4156,1223,2563,3595,5397,2711,2180,4123,3765
Iron claws,69,1,118,28,73,17,11,220,8,5,1,69,4,1,29,21
Iron dagger,12472,4001,11190,6069,4309,10913,5656,6303,3080,6883,12418,12472,5521,7939,9042,6691
Iron dagger(p),2,0,1,0,0,1,1,4,0,0,0,2,1,0,68,41
Iron dagger(p+),235,329,222,256,20,441,42,343,41,4,421,235,173,45,377,93
Iron dart (p),0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
Iron dart tip,964658,424705,531404,481165,288050,1140210,651191,800765,268993,384128,666448,964658,468573,564033,918301,638377
Iron dart(p+),0,0,0,0,14,5,0,0,1,0,0,0,0,0,0,0
Iron full helm,6236,2613,5695,4233,2222,7241,3698,5075,1728,5003,5015,6236,2998,3430,6158,4315
Iron full helm (g),130,50,55,63,47,106,60,87,34,64,98,130,54,35,68,56
Iron full helm (t),79,28,55,49,22,72,29,82,15,31,61,79,34,31,62,52
Iron gold-trimmed set (sk),13,10,6,13,2,13,8,9,4,6,9,13,6,9,6,6
Iron hasta,16,5,17,5,7,20,9,11,4,12,4,16,18,6,16,29
Iron hasta(p),1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Iron hasta(p++),0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Iron javelin,2200,100,4467,7670,1873,20586,215,3624,192,28258,50469,2200,1210,1467,1655,3085
Iron javelin(p),0,0,0,0,0,11,151,11,0,0,0,0,0,0,0,0
Iron javelin(p++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron kiteshield,7834,2070,5157,3395,2043,7517,2427,4260,1446,3275,5021,7834,3657,4302,8233,3270
Iron kiteshield (t),80,22,59,51,28,88,37,56,20,41,64,80,36,37,51,62
Iron knife(p),2,0,0,0,0,2000,0,401,0,0,0,2,0,5,0,0
Iron knife(p+),9,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0
Iron knife(p++),103,20,365,1,0,200,0,0,40,195,0,103,0,62,66,30
Iron mace,1284,644,1849,1680,1439,1803,561,1866,338,842,1217,1284,589,1350,1412,526
Iron med helm,3164,2065,3864,4528,3497,4929,1336,3524,1320,2730,3311,3164,1827,2175,3534,2946
Iron ore,15269043,4684308,10239300,7001561,4673410,14369440,6780493,9117577,2561617,3812243,9407519,15269043,7783050,9276021,15851245,9781311
Iron platebody,60898,24244,57235,50906,23736,70964,28440,47393,16902,30897,49299,60898,30050,26314,54364,41774
Iron platebody (g),105,46,88,79,43,137,67,85,36,55,98,105,63,46,90,68
Iron platebody (t),87,30,61,61,29,89,39,85,27,29,82,87,49,46,71,63
Iron platelegs (t),55,21,38,42,27,56,22,43,18,30,58,55,23,22,37,46
Iron plateskirt,1164,377,1217,763,775,1902,1198,1466,233,776,1212,1164,454,527,596,792
Iron plateskirt (g),40,40,27,30,17,33,25,42,4,29,60,40,17,14,26,15
Iron plateskirt (t),44,13,16,22,8,30,21,52,3,6,25,44,17,21,17,13
Iron set (sk),231,69,149,162,121,239,95,255,84,117,217,231,115,133,202,118
Iron spear,491,122,376,392,225,630,466,488,204,297,385,491,212,211,345,322
Iron spear(p),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Iron spear(p++),2,1,2,0,0,3,1,0,0,1,1,2,1,2,3,2
Iron sq shield,987,192,533,1715,504,3047,972,643,416,637,1042,987,439,578,1102,1473
Iron sword,5557,925,2425,5550,1229,3168,1043,2788,875,1403,2761,5557,1502,1530,2123,2439
Iron trimmed set (sk),5,7,7,12,2,4,6,4,3,1,5,5,1,4,10,0
Iron warhammer,9508,2084,5389,4938,2192,7116,4937,6575,1862,5190,7353,9508,3406,4723,5377,4974
Ivory comb,219,37,552,828,108,1322,1258,154,262,131,436,219,180,159,113,120
Jade amulet (u),35628,11891,40393,11373,15901,29618,20110,17232,3779,7801,21496,35628,46817,17729,54511,51942
Jade bolt tips,96378,23650,41013,121792,39402,90537,58970,141101,62499,18718,69586,96378,65125,46761,139042,205729
Jade bracelet,633,221,2221,6113,958,14570,11096,1700,1485,464,56,633,3405,102,254,1884
Jade dragon bolts (e),4058,1979,679,1622,1619,8257,1093,9659,118,1064,495,4058,266,316,5357,1075
Jade necklace,16350,3881,3006,8526,2307,25573,6546,6830,7379,5572,12566,16350,8037,9198,5482,7415
Jangerberries,46905,39468,31479,29546,22796,56743,27757,40101,12209,25693,31264,46905,18014,23038,44830,41840
Jar of chemicals,30,18,14,20,13,46,29,26,7,19,23,30,17,18,27,28
Jar of darkness,7,1,6,4,0,6,4,6,5,3,2,7,3,0,1,2
Jar of dreams,7,3,3,1,1,9,8,5,1,3,1,7,1,5,8,3
Jar of eyes,4,19,26,8,4,12,7,10,9,11,7,4,7,6,10,5
Jar of miasma,12,13,7,12,7,30,13,18,1,12,16,12,8,12,18,12
Jar of souls,43,24,22,15,12,34,16,29,4,18,25,43,11,16,22,26
Jar of spirits,29,5,8,3,3,19,15,16,3,3,11,29,13,10,7,15
Javelin shaft,1719872,646521,1196219,962273,1046289,2302181,783761,1246514,473065,828075,1429862,1719872,908894,750520,931897,979840
Jester cape,209,60,139,132,78,156,112,125,44,87,148,209,99,105,136,121
Jogre bones,1095,379,3526,812,410,1143,553,699,159,386,497,1095,353,562,1385,1585
Jug of wine,8373879,3334512,7036179,5738030,4194212,10759426,5129907,7501700,2282632,3505411,5891720,8373879,4521203,5011960,8113803,6370253
Jungle camo legs,10,4,8,4,7,11,9,2,6,7,5,10,7,10,10,6
Jungle camo top,31,6,7,486,9,15,7,16,2,9,91,31,10,8,6,4
Jungle demon mask,52,8,25,20,12,39,24,26,10,36,61,52,32,16,40,22
Justiciar faceguard,717,252,455,379,274,788,410,524,188,310,445,717,337,393,531,499
Justiciar legguards,684,280,478,385,306,791,428,511,185,382,428,684,362,374,585,425
Jute fibre,150645,37017,90287,90744,68150,170986,92831,160105,41141,72694,126250,150645,80594,53732,174856,101175
Karil's armour set,339,135,249,181,171,370,228,291,71,157,241,339,172,163,242,201
Karil's coif,1039,461,862,719,473,1254,663,972,362,614,900,1039,696,446,843,718
Karil's crossbow,526,158,429,327,239,666,307,382,146,278,487,526,266,246,350,303
Karil's leatherskirt,2303,758,1598,1311,953,2413,1337,1657,644,1131,1736,2303,1191,1161,1745,1377
Karil's leatherskirt 0,372,147,254,169,128,393,192,258,83,170,233,372,170,197,214,180
Katana,68,30,63,32,37,52,50,46,19,39,65,68,29,24,56,36
Kebab,179479,34735,109819,55017,3425,6706,3696,100940,26297,35123,55555,179479,37795,42521,32241,4543
Kebab mix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kebbit claws,213,273,616,106,195,1027,335,2459,31,167,616,213,155,178,241,1578
Kebbit teeth,3454,1513,1429,1349,398,2674,1803,1460,203,308,1376,3454,1814,609,1487,3257
Kebbit teeth dust,5823,1005,1245,2088,1486,3067,4500,2510,581,381,780,5823,1181,489,2186,2304
Keg of beer,4427,1252,2589,568,726,3038,508,2148,3514,3577,4729,4427,3634,4452,4304,4399
Khazard teleport,6190,15726,18862,6726,1479,2762,945,2033,917,1498,2017,6190,2431,1482,2228,2738
King worm,14010,6058,12904,5911,3693,7616,11097,12790,1203,7190,4130,14010,3326,2399,4238,9254
Knife,25293,7451,16859,11016,4021,12926,9203,18708,5961,10547,19132,25293,12050,13670,17936,15027
Kodai insignia,14,8,10,13,3,23,10,10,3,11,9,14,5,11,10,9
Kodai wand,940,342,649,527,363,1039,590,710,285,483,696,940,498,519,712,663
Kovac's grog,1074,279,502,336,162,795,297,494,182,268,588,1074,1100,177,431,423
Krandorian seed,322406,20557,278687,323901,229534,535097,264964,224607,30362,75854,124766,322406,203183,168710,265519,250446
Kwuarm,295890,137422,96622,114381,104434,192132,190523,188557,91403,116486,140706,295890,105042,98121,256257,160269
Kyatt fur,78,28,37,30,18,37,38,32,6,20,47,78,24,24,29,24
Kyatt hat,35,52,51,28,20,61,28,33,10,30,37,35,10,24,26,22
Kyatt legs,40,13,45,26,121,63,37,48,22,38,33,40,12,21,41,21
Lantadyme potion (unf),919167,307684,551361,512255,334320,826418,362092,666267,222058,402568,584926,919167,312638,343867,891767,338131
Lantadyme seed,21976,7380,13987,13439,8712,20757,7949,16118,4180,10429,15803,21976,7573,7835,15073,14624
Lantern lens,1783502,649676,1497845,1065086,790821,1669785,1123106,1523902,502773,907464,1568837,1783502,841033,996928,1524691,1212096
Larupia hat,87,25,30,41,18,62,27,37,9,27,50,87,28,12,45,41
Larupia legs,56,25,105,28,22,189,25,39,11,29,56,56,26,16,37,35
Lassar teleport,5060,907,3954,2882,1522,5566,2119,2826,768,1998,3340,5060,1803,1119,3133,5293
Lava dragon bones,273385,51383,98735,95286,94063,193264,98889,159495,80503,218101,175894,273385,162254,113146,161967,145787
Lava dragon mask,7,3,8,10,3,8,15,7,1,3,3,7,3,13,5,3
Lava scale shard,1593783,405645,649607,440422,343343,1163737,596701,718292,405157,752380,998052,1593783,358621,578026,819234,855706
Lava staff upgrade kit,35,13,21,17,9,37,15,21,9,22,16,35,11,24,16,18
Leaf-bladed sword,785,305,615,539,411,1067,575,636,201,375,543,785,337,353,578,480
Lean snail,41,51,506,221,11,512,73,150,102,89,225,41,44,421,116,57
Lean snail meat,231,50,147,52,66,197,70,162,71,110,118,231,41,60,169,70
Leaping salmon,38151,28341,59426,2036,3871,9403,13068,7161,13131,1411,7337,38151,35077,5975,42097,2644
Leather,917847,330993,476819,465080,153776,596920,335759,509730,199141,345278,744352,917847,429573,370479,642736,369867
Leather body,50245,13717,24438,32882,16544,47478,20770,31045,10779,23612,36040,50245,18035,21147,37724,28561
Leather body (g),115,50,122,74,26,111,63,144,25,71,102,115,47,44,78,69
Leather chaps (g),70,38,97,44,25,79,44,75,37,25,49,70,21,36,62,47
Leather cowl,8572,2559,5839,4790,3181,7327,4318,6036,2063,3721,5760,8572,5234,4569,8756,5675
Leather vambraces,18385,3973,9087,7916,5172,11281,5003,8717,4652,6036,11058,18385,6579,6640,11744,9256
Lemon,7554,984,3548,12417,2629,22647,1485,3178,798,4033,102628,7554,9734,11914,4910,3334
Lemon chunks,100,7,865,1,1,18,381,118,4,62,407,100,483,50,1440,25
Leprechaun hat,52,37,70,37,23,53,31,76,20,48,36,52,32,27,44,39
Lesser demon mask,36,27,41,21,16,44,21,21,7,10,22,36,13,15,23,26
Light bow tie,7,0,7,1,2,7,1,8,1,0,1,7,4,0,2,3
Light infinity colour kit,76,50,68,66,34,88,35,69,13,40,59,76,56,43,61,41
Light trousers,10,5,16,0,3,7,2,11,2,2,8,10,5,3,12,11
Light tuxedo cuffs,12,7,8,3,3,15,8,10,3,5,6,12,3,3,7,8
Lightbearer,2475,1113,1881,1553,1109,2891,1590,2214,788,1596,1786,2475,1356,1334,1898,1679
Lily of the sands,155440,56556,133276,87756,68549,240673,103398,116553,67373,77626,132956,155440,69676,75315,137715,126059
Lime,5692,1117,13340,1709,1031,3986,2204,3719,4674,9464,25761,5692,3584,1122,15324,2377
Limestone,13532,2383,8294,6589,1116,7625,3146,3824,1488,3814,7636,13532,3124,3403,3424,5525
Limestone brick,30602,11200,34719,12868,10345,41227,38421,15334,17857,34061,20492,30602,20047,14733,49457,18240
Linen,194,62,132,95,52,244,68,138,68,65,89,194,108,88,101,137
Lizardman fang,2514608,794467,1876679,1223571,955514,3005164,1450213,1804967,604800,1365806,1844068,2514608,1440787,1133718,2010514,1619815
Lobster,2309219,740868,1286897,968140,651081,2090062,922932,1358364,443428,762847,1280637,2309219,904908,742397,1398490,1300824
Lockpick,67350,23319,49821,41217,27325,69169,32193,41458,18203,31079,47628,67350,33440,32544,51306,43982
Locust meat,8,0,3,0,4,1,3,6,0,0,4,8,0,0,0,7
Logs,1314855,342751,726690,496130,460438,1226776,922877,909486,248435,581317,1041660,1314855,636288,619570,888222,534151
Longbow,24048,8429,14935,3251,4829,21341,7870,10598,4683,8605,6629,24048,3939,5856,17727,14395
Longbow (u),139396,10888,85533,34285,16742,155699,51805,125134,14324,35970,96687,139396,51395,42281,97295,56355
Loop half of key,22386,7388,15191,14975,9646,22474,13029,16398,5600,11165,13138,22386,20351,11986,20180,16733
Lovakengj banner,72,24,51,44,22,75,40,41,11,31,51,72,20,35,62,48
Lovakengj scarf,30,11,16,20,10,34,21,34,7,13,23,30,13,16,23,20
Lumberyard teleport,18807,5966,8425,8484,6017,15288,9399,10774,5429,9624,13956,18807,6453,9630,19566,10691
Lunar isle teleport,14842,4348,10905,8107,7061,16833,7733,8658,2901,7989,10436,14842,5768,6946,11081,11015
Machete,428,153,315,272,210,484,256,292,110,192,350,428,208,188,289,274
Magic bird house,44254,17958,38563,23494,16681,40856,28172,45539,11598,21532,32418,44254,18847,18952,33886,27828
Magic box,1238,745,1165,335,908,1169,629,591,244,848,1409,1238,896,472,1194,705
Magic comp bow,448,271,551,403,253,513,280,274,95,158,327,448,180,190,313,275
Magic fang,565,246,467,372,274,667,321,448,170,250,322,565,246,322,426,377
Magic longbow,5011816,1596543,3249918,2638932,1828831,4409625,2579864,3572696,1414756,2481590,3486125,5011816,2131631,2222585,3326755,2559113
Magic mix(1),2,5,0,1997,0,1,0,114,1,1,0,2,1,1,601,1
Magic mix(2),14,0,1,104,22,270,1118,10,3,158,118,14,1,1790,113,190
Magic potion(3),178559,93234,117423,95739,64542,255146,50252,152711,24040,150869,137426,178559,107737,102932,183143,110844
Magic potion(4),275719,86281,240046,158675,125057,254045,148169,182317,72758,150136,187306,275719,142552,170012,292775,186301
Magic pyre logs,6628,1314,2796,1958,3963,3813,2076,2261,1381,2753,4951,6628,3243,3506,2862,3190
Magic roots,5838,1683,3573,2140,4020,4902,3453,2748,404,1189,4280,5838,1042,1759,2023,3415
Magic shield,532,45,720,213,131,747,1197,334,63,493,380,532,70,788,1462,287
Magic shortbow,217251,87969,160601,103842,114797,213164,110179,151370,53620,100811,117038,217251,111052,115445,192254,195874
Magic staff,2229,660,746,375,352,1387,810,1512,526,1057,1063,2229,592,652,1550,687
Magic stock,332,87,46,155,24,241,1095,84,9,238,448,332,969,124,289,1327
Magic stone,524,171,455,295,266,537,306,370,133,282,504,524,254,294,425,348
Mahogany bird house,12849,5165,9898,6619,5018,12013,8602,11320,4106,8953,11932,12849,5799,6791,10736,9348
Mahogany plank,10598719,4287768,8829429,6565947,4304058,12086770,5728760,9021880,3033834,5618475,8111100,10598719,4939382,4774710,7060606,6080660
Mahogany pyre logs,235,48,878,220,86,485,163,1164,939,322,398,235,14,22,116,447
Mahogany stock,1755,19,738,2742,1215,459,175,478,44,224,152,1755,159,371,1470,210
Malediction shard 2,36,3,24,17,14,35,21,27,11,22,31,36,15,12,38,16
Malediction shard 3,42,14,31,30,53,87,20,96,16,36,30,42,7,22,25,36
Malediction ward,656,226,452,347,268,632,358,450,183,268,428,656,291,299,502,438
Manta ray,2957639,1001371,2415114,1886292,1317195,3315166,1757404,2304910,736101,1336293,1891571,2957639,1516934,1613991,2590807,2165471
Maple blackjack,336,38,71,61,55,120,66,82,41,71,118,336,86,201,242,101
Maple blackjack(d),41,30,33,18,16,55,21,35,9,27,30,41,15,24,24,23
Maple logs,20711261,7202904,29500428,21810037,6654443,19848072,12961299,12732073,4565990,12116413,13287760,20711261,9699016,9134665,17098137,10830130
Maple longbow (u),5221316,1739618,3216185,2787304,1103551,4706539,2764425,3391590,987116,1722445,3579031,5221316,2486794,2179342,4231971,2437829
Maple roots,3157,2496,2104,7401,474,2818,668,2642,491,2624,3478,3157,1106,2120,3292,1752
Maple sapling,36404,10405,23263,19692,12751,35927,17859,23985,10074,17318,24264,36404,17333,14389,25518,21353
Maple shield,36517,8161,27699,14177,10243,25370,15392,16975,14884,19160,30112,36517,23864,14228,34595,43706
Maple shortbow (u),347948,207880,466691,327282,217066,631129,155776,360093,83209,283587,255897,347948,179498,327599,342523,321658
Marble block,3929,1447,3004,2474,1899,4220,1986,2644,994,1879,2828,3929,2254,2180,2876,2614
Marigold seed,149703,79477,68217,65627,75342,186038,131407,64183,12070,41948,119144,149703,87843,44423,56513,145082
Marrentill,338118,186505,363119,244997,133309,416939,398876,353079,148822,326318,295380,338118,226793,203538,359405,273219
Marrentill potion (unf),26514,20926,15079,29445,10247,22720,13473,41403,9726,8207,29288,26514,11272,10923,24027,10755
Marrentill tar,1219240,648156,2817282,904599,314915,2126815,2525716,867626,523630,949293,2627419,1219240,520279,819347,745334,1041981
Masori armour set (f),185,80,134,106,73,182,87,101,49,74,118,185,70,81,117,139
Masori body (f),354,165,257,196,168,436,227,259,89,191,237,354,159,176,253,235
Masori chaps (f),334,163,269,225,155,432,245,270,93,181,240,334,162,188,242,241
Masori mask,358,164,287,224,184,460,254,309,137,208,280,358,190,209,324,261
Master scroll book (empty),776,174,309,419,537,412,298,469,123,917,439,776,218,181,312,306
Master wand,1291,478,886,720,459,1351,683,836,305,632,978,1291,703,597,938,780
Mature wmb,3,0,0,0,0,1,1,3,0,0,1,3,0,0,1,0
Meat pizza,5111,3517,6462,4221,2737,8390,4615,4014,619,1435,1609,5111,2632,1817,4015,5291
Menaphite purple hat,114,48,112,85,72,349,184,120,26,51,98,114,51,60,104,92
Menaphite purple kilt,42,16,35,37,19,79,35,38,13,21,37,42,27,30,38,30
Menaphite purple top,105,29,68,60,33,138,119,85,23,45,68,105,44,59,90,58
Menaphite red kilt,2,1,7,2,6,11,7,5,2,4,6,2,4,16,745,156
Menaphite remedy(1),113,297,511,404,106,4422,101,122,301,9,242,113,648,424,1201,207
Menaphite remedy(2),14,0,5,9,6,13,3,6,2,349,13,14,4,524,3955,10
Menaphite remedy(4),294937,58214,76629,132518,51099,236283,117172,114809,62484,90946,197142,294937,128056,95353,298202,180335
Minced meat,0,0,0,0,0,245,0,0,0,0,792,0,4486,700,0,306
Mind altar teleport,14103,6981,6839,16322,1756,17555,7578,4827,2503,4757,8600,14103,7515,1515,13040,3866
Mind bomb(m4),1,2,2,0,1,3,0,0,0,0,0,1,0,1,1,0
Mind rune,42006035,15745576,31130061,28371727,20506954,47026862,23449104,33790249,13243307,21911736,34126311,42006035,19440974,20416613,31538592,30615366
Mind talisman,16623,1583,3757,11802,14742,26197,9003,5387,1330,6765,14070,16623,9278,4990,7572,10588
Mining helmet,381,83,148,145,93,196,87,152,47,118,159,381,171,108,194,156
Mirror shield,657,212,509,353,273,573,324,525,256,274,373,657,352,222,929,298
Mist battlestaff,430,200,450,237,151,442,182,298,100,214,309,430,224,150,324,255
Mith grapple,4073,2895,2606,2293,1692,6374,3233,2580,1596,2493,2944,4073,2486,2585,3125,3054
Mithril arrow,19843844,7177783,13517909,11442614,7105317,22596479,11711696,14655142,4858077,9934078,15472652,19843844,7567557,8523403,14376536,10465610
Mithril arrow(p),2901,687,1712,1800,381,3510,150,400,0,175,3000,2901,2300,0,692,212
Mithril arrow(p+),2155,112,37,11,24,362,16,155,13,2,70,2155,29,36,1241,104
Mithril axe,8464,3154,6939,4956,3828,8331,5153,5532,1994,3500,5946,8464,4423,4163,5974,4658
Mithril bar,11351985,3089458,6250358,5079021,3180928,8424689,3541806,4678754,1680263,3045942,5590608,11351985,5651311,3783511,6929318,5955910
Mithril bolts,1673991,658105,1323666,965910,886176,1985665,1011507,1336556,528553,854473,1280164,1673991,864469,885561,1420260,1151050
Mithril bolts (p++),1864,7,110,1000,0,1091,2005,5015,106,1511,900,1864,874,1624,489,224
Mithril bolts (unf),784352,339949,581413,635822,414703,968444,546666,806310,219749,359492,857402,784352,294703,248107,685737,462793
Mithril boots,678,217,314,226,143,508,397,1161,738,248,399,678,355,683,606,428
Mithril chainbody,8563,2748,5819,6740,5365,10995,3417,5488,4021,2843,5461,8563,4471,5850,9392,5813
Mithril crossbow,1065,1913,603,195,288,2032,399,481,698,217,759,1065,507,407,983,587
Mithril crossbow (u),129,0,1,13,1,980,92,1,1,55,2,129,2708,3249,1108,2
Mithril dagger(p+),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Mithril dagger(p++),7,1,2,3,2,9,2,4,5,2,505,7,11,1,4,4
Mithril dart,22910173,10781541,17966684,14702802,10117720,24424878,14227606,19528737,7787165,11819553,20194704,22910173,13042781,10525102,20281463,16117116
Mithril dart tip,20051738,6905854,16594619,12136440,7279817,21402986,10889986,16082877,6243567,10702202,15278613,20051738,9313132,10246978,17387694,13160812
Mithril dart(p++),55,2,21,161,0,722,0,49,167,0,245,55,556,0,89,158
Mithril dragon mask,26,12,18,11,9,18,12,16,3,14,13,26,4,8,17,9
Mithril full helm,6630,3160,6770,5542,4711,7540,4528,5479,2504,4956,8430,6630,4456,3568,8846,6731
Mithril full helm (t),267,44,71,68,44,130,76,98,27,69,197,267,49,59,198,92
Mithril gold-trimmed set (sk),104,11,8,10,5,24,11,22,10,23,75,104,62,4,4,3
Mithril halberd,6,5,3,7,11,9,3,13,3,2,0,6,4,5,4,6
Mithril hasta(p+),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mithril javelin,17457,1602,15524,6813,6289,7975,4069,15612,4275,57788,12637,17457,6638,5394,7576,10320
Mithril javelin(p+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mithril javelin(p++),0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0
Mithril kiteshield,33273,8962,15547,22294,14673,34283,17223,23534,8296,12249,19009,33273,13266,13056,18012,17007
Mithril knife,258924,69575,129290,157142,78092,277313,126721,161262,76248,166358,151121,258924,95026,110346,136939,158440
Mithril knife(p),81,0,0,164,15,226,0,17,0,2,0,81,0,0,0,0
Mithril knife(p++),60,0,1,0,0,15,0,0,0,0,0,60,652,5,0,0
Mithril mace,4565,2627,5183,2788,1303,5676,2088,5428,817,3942,4780,4565,4003,2148,4338,4384
Mithril med helm,5792,2251,3896,2088,2472,4788,3742,4568,1265,2770,4966,5792,2513,1989,5323,4680
Mithril ore,9975955,2653244,5106399,4415208,2941556,9091935,4146813,5094113,1835564,3238943,5236934,9975955,5516980,4044296,5812089,5334217
Mithril platebody,287998,119868,265752,157359,145366,331571,182200,226989,95975,163432,224184,287998,138970,139090,212442,185065
Mithril platebody (t),162,35,54,67,33,119,67,64,24,50,111,162,46,72,186,65
Mithril platelegs,22858,5572,13053,12959,6105,16583,9229,9593,4075,11119,8185,22858,9509,7427,13496,11734
Mithril platelegs (t),153,64,102,65,29,123,91,147,27,51,166,153,48,59,135,71
Mithril plateskirt,7834,3651,4212,6883,3805,8519,2994,4054,1887,1452,6721,7834,6275,4175,4978,5419
Mithril scimitar,14070,6243,14323,9391,5509,14600,7579,9487,5963,4952,9053,14070,4731,8545,9929,7961
Mithril seeds,94543,49401,258870,87047,54297,124367,61781,102935,25988,62457,173271,94543,37371,45340,73366,54278
Mithril set (lg),403,215,480,391,249,476,287,533,229,385,410,403,359,442,582,461
Mithril spear(p),36,8,5,13,10,47,10,22,7,14,23,36,8,8,12,11
Mithril spear(p+),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mithril spear(p++),0,0,0,1,0,1,1,2,1,0,2,0,7,1,0,0
Mithril thrownaxe,23,0,207,13,0,33,1,106,0,0,0,23,2,0,0,1
Mithril trimmed set (sk),85,6,12,3,1,28,14,44,5,24,62,85,23,39,61,5
